500 15000 15000
224 1172 1413 3090
225 577 2874 3990
226 295 803 1002
227 1313 1030 2373
228 217 2481 2794
229 441 1683 2448
230 1257 684 1831
231 563 1303 1931
232 645 231 981
233 1402 209 1874
234 1468 1713 3417
235 286 1231 1514
236 766 250 992
237 527 2333 2897
238 662 1738 2703
239 838 2549 3377
240 1431 2099 3864
241 704 250 913
242 275 2713 2821
243 525 1508 2224
244 785 1569 2475
245 770 2559 3630
246 285 720 1112
247 1419 123 1826
248 239 183 1211
249 1347 61 1393
250 528 1366 2173
251 307 349 631
252 249 53 315
253 622 1694 2328
254 878 2884 4349
255 859 2401 3226
256 1299 2445 3744
257 1334 1019 2232
258 27 925 1078
259 887 322 1239
260 616 2175 2871
261 442 156 658
262 1324 953 2623
263 1046 608 1926
264 71 1404 1351
265 613 43 648
266 362 1808 2408
267 1090 2772 3985
268 906 1638 2909
269 463 136 687
270 224 104 1423
271 43 207 290
272 334 213 591
273 505 1365 1805
274 1152 1358 2529
275 1219 1818 2855
276 128 1306 1606
277 92 2138 2051
278 1073 783 1867
279 1091 1278 2252
280 1493 1582 3044
281 702 1529 2146
282 35 2383 2495
283 647 1428 2414
284 1082 971 2419
285 342 1979 2494
286 1424 89 1540
287 265 142 395
288 1208 2386 3774
289 71 2088 2258
290 640 2316 3002
291 458 883 1368
292 91 122 211
293 937 18 1092
294 16 258 1350
295 1354 2501 4069
296 466 2190 2819
297 1157 1977 3170
298 690 820 1630
299 1375 1702 3540
300 736 1406 2176
301 436 695 1117
302 1386 947 2129
303 982 1302 2519
304 243 260 475
305 607 2141 3018
306 1361 951 2142
307 1459 2557 3717
308 1157 1168 2662
309 844 1459 2572
310 921 2379 3186
311 484 2566 3233
312 1041 2483 3842
313 710 2299 3422
314 1159 1998 3596
315 249 1825 2478
316 1213 1678 3014
317 804 605 1307
318 1470 1202 2513
319 1068 1863 3021
320 181 15 1240
321 966 2787 3448
322 306 1336 1900
323 390 1497 1776
324 860 2370 3178
325 333 973 1227
326 537 1561 2038
327 1047 2072 3096
328 814 101 1086
329 1210 2717 4601
330 1086 877 1869
331 934 1877 2685
332 507 2604 3199
333 122 716 919
334 685 1295 1848
335 213 1385 1671
336 1177 216 1629
337 454 2746 2969
338 1040 390 1544
339 571 2278 2684
340 1354 970 2281
341 736 2993 3605
342 199 1404 1466
343 193 2307 2805
344 1301 764 2261
345 351 1841 2600
346 1268 2106 3420
347 172 2858 2800
348 660 2686 3770
349 182 2812 2758
350 922 2584 3167
351 524 349 922
352 804 578 1551
353 693 50 798
354 89 2649 2833
355 707 2788 3498
356 1442 664 1983
357 173 93 1485
358 1455 2924 4410
359 1186 639 1915
360 98 1881 1991
361 215 2198 2265
362 883 875 2008
363 593 1849 2213
364 935 2742 3853
365 929 133 1218
366 1190 2743 3543
367 762 1546 2261
368 852 129 1075
369 990 2652 3653
370 556 1801 2282
371 1349 1835 3302
372 740 1690 2572
373 945 907 1847
374 774 2754 3535
375 476 1821 2530
376 1490 2939 4965
377 1266 2860 4193
378 497 1834 2683
379 208 2849 2806
380 1408 1739 3681
381 922 2768 3894
382 379 364 864
383 497 2456 2883
384 995 85 1182
385 198 2583 3191
386 1393 2615 4638
387 969 307 1312
388 820 1514 2703
389 1103 1746 2723
390 970 1909 3300
391 1097 2756 4564
392 72 1810 1792
393 850 356 1130
394 1486 2711 4223
395 145 2938 3397
396 308 2798 3359
397 337 1187 1737
398 267 1421 1561
399 455 2872 3682
400 788 743 1559
401 623 1795 2872
402 508 1314 2084
403 120 13 151
404 1299 607 2036
405 1147 675 1699
406 13 2557 2845
407 196 2196 2166
408 128 982 1278
409 1397 2292 3720
410 948 2848 4302
411 1417 117 1835
412 710 2117 3310
413 966 2945 4596
414 1477 2204 3804
415 1011 504 1564
416 1172 550 1927
417 655 1088 1966
418 1354 2898 4788
419 504 1376 2176
420 980 2433 3742
421 329 1205 1744
422 719 178 902
423 805 277 1030
424 987 631 1730
425 1290 2430 3384
426 261 2743 2795
427 418 232 705
428 842 2818 4198
429 285 79 1120
430 1054 2456 3929
431 121 914 1018
432 201 2570 2952
433 65 2879 3229
434 1034 823 2002
435 275 137 1147
436 283 1233 1536
437 786 1999 2910
438 1054 2941 4001
439 1108 1520 2539
440 699 710 1435
441 1457 2610 3787
442 1256 1507 2962
443 1394 1517 3337
444 548 1332 2123
445 223 278 528
446 1352 1233 2917
447 126 2046 2493
448 85 2252 2452
449 10 1503 1630
450 804 2858 3417
451 836 1082 2234
452 208 933 1270
453 965 572 1741
454 1068 2861 4500
455 1138 524 1591
456 94 1858 2338
457 979 2822 4404
458 577 2868 4082
459 973 1051 2386
460 88 248 1177
461 587 2879 4057
462 1149 1512 2905
463 1285 2994 4678
464 379 2890 3011
465 492 2376 2621
466 1000 2457 4087
467 1076 1889 2813
468 1176 1079 2257
469 1270 1817 3464
470 1496 2570 4806
471 810 1577 2261
472 688 100 798
473 86 980 974
474 289 2706 2783
475 397 2835 3100
476 1175 2896 4066
477 1138 705 1780
478 836 2348 2879
479 170 1936 1918
480 756 2934 3926
481 1169 298 1371
482 1379 1391 3083
483 1061 745 1865
484 954 295 1442
485 1186 16 1274
486 286 84 1031
487 156 2047 2609
488 1111 2770 3590
489 860 771 1590
490 34 1982 2285
491 332 715 1210
492 168 2498 2755
493 550 2461 3041
494 921 949 1836
495 273 1199 1689
496 538 2447 3037
497 80 454 497
498 544 2113 3177
499 881 2458 3558
500 1462 891 2737

55914
55.061602
