1000 23000 23000
156 664 3076 3715
157 1119 3831 5474
158 2152 2273 4805
159 1384 2268 3970
160 1020 4257 5180
161 208 1948 2265
162 271 321 1432
163 1725 3551 5170
164 254 533 819
165 1999 3275 5585
166 226 3337 4245
167 71 533 621
168 2196 2233 4126
169 2181 252 2455
170 548 3834 5104
171 175 22 217
172 439 2607 2922
173 1719 16 1798
174 650 765 1316
175 861 2315 3543
176 1176 319 1770
177 1438 898 2399
178 1204 4131 6302
179 326 69 1159
180 1088 82 1068
181 1236 4009 4908
182 459 3036 3805
183 2225 853 3292
184 2088 682 2708
185 1024 4110 5074
186 353 794 1177
187 1077 3588 5453
188 197 207 383
189 1649 3475 5176
190 1718 622 2727
191 2212 2699 4431
192 856 714 1541
193 1827 2753 4887
194 1735 2297 3789
195 222 219 471
196 845 1421 2525
197 199 2792 3020
198 1210 460 1787
199 773 3582 5089
200 191 4504 5431
201 306 674 942
202 1483 4272 6897
203 1926 2683 5497
204 777 4261 4739
205 33 3007 3128
206 1912 1813 4096
207 873 4477 6275
208 1529 4435 7090
209 454 233 1416
210 217 4445 5196
211 1756 3107 5715
212 1656 453 2378
213 2173 1216 4015
214 1491 873 2233
215 2211 136 2740
216 431 2484 3385
217 534 2246 2669
218 148 1506 1686
219 648 3468 4783
220 1571 3927 6389
221 1476 3228 4491
222 2104 3993 5785
223 1764 2656 4809
224 381 3289 3363
225 39 3714 4297
226 481 1406 1870
227 252 84 396
228 201 834 1113
229 416 4026 5013
230 31 300 1115
231 8 291 1473
232 1854 3820 5684
233 201 1284 1764
234 307 1290 1700
235 1817 2021 4244
236 551 2991 4235
237 501 2706 3381
238 1179 2530 3395
239 322 2892 3671
240 47 2572 2424
241 15 289 1310
242 879 397 1504
243 194 267 1457
244 453 65 1100
245 2246 2477 4491
246 2145 1027 2863
247 414 3392 3796
248 351 3034 3067
249 1517 892 2843
250 469 63 559
251 1657 3936 5357
252 6 380 371
253 1144 1458 3055
254 1144 1112 2376
255 2034 4225 5710
256 1147 3293 4765
257 1720 3201 5031
258 76 2584 2523
259 2074 66 2236
260 1607 3885 6361
261 327 1313 1773
262 825 3544 4648
263 1256 4142 6150
264 702 693 1450
265 676 2156 2600
266 1156 2017 3178
267 1842 4157 7017
268 1911 3911 5293
269 229 2651 3432
270 2019 844 3397
271 36 3111 3416
272 581 411 1072
273 908 4142 5713
274 1590 249 2023
275 717 2727 3680
276 979 1514 2520
277 269 1559 1663
278 1387 2563 4411
279 1099 4077 5048
280 1100 3981 6086
281 485 4150 5220
282 2014 3593 5647
283 330 778 1046
284 1654 3878 5870
285 629 2269 3233
286 1808 245 2451
287 980 3759 4909
288 1270 670 1826
289 2246 717 2986
290 55 3191 3047
291 1918 2253 4943
292 1445 748 2502
293 2206 3358 5941
294 1991 1330 3729
295 1556 94 1493
296 1156 4267 5637
297 1140 2225 3141
298 698 4381 5827
299 528 1977 2670
300 643 2931 3767
301 331 152 1217
302 1100 419 1634
303 1439 3192 4637
304 1249 3062 4670
305 1487 2204 3742
306 1886 795 2740
307 1177 2349 4008
308 2269 3228 5134
309 249 3134 3148
310 1054 3407 5290
311 1088 3143 4546
312 1930 102 2027
313 282 1190 1415
314 1452 824 2684
315 393 1249 1952
316 1167 1134 2162
317 475 565 1181
318 198 3918 4694
319 1732 4482 7377
320 570 531 1037
321 2161 933 3600
322 552 1724 2358
323 43 3565 3299
324 1268 2273 4113
325 1430 463 2211
326 1335 1705 3382
327 1874 354 2667
328 166 1822 2201
329 1570 995 2894
330 201 1711 1777
331 2167 1602 3828
332 1765 565 2460
333 781 2995 3573
334 1990 2647 5190
335 55 406 1275
336 1869 1838 3401
337 590 1583 2320
338 736 529 1217
339 914 4439 4868
340 5 91 114
341 430 2105 2807
342 114 920 1144
343 1210 2678 3943
344 1524 2243 3621
345 2048 1282 3176
346 620 4051 4499
347 940 1701 2911
348 1261 1858 3709
349 90 450 644
350 2180 861 2992
351 1680 1611 3468
352 599 4526 5177
353 1442 2219 4387
354 2237 1845 4009
355 740 922 1543
356 328 4370 4712
357 1411 1333 3208
358 1288 3164 4395
359 1873 1844 3954
360 1017 2502 4159
361 776 2570 3654
362 933 2269 3425
363 119 4552 5054
364 2227 1924 4762
365 989 1266 2516
366 1357 2560 3773
367 2260 3281 6639
368 1127 2419 4147
369 2199 2920 5630
370 2274 3117 5362
371 189 751 1059
372 2070 1814 3938
373 1355 1442 3090
374 1568 3366 5249
375 1158 4202 6050
376 1436 582 2167
377 103 251 1203
378 216 2572 3034
379 1097 3653 5161
380 1188 1963 3214
381 18 1428 1311
382 2124 2800 5267
383 1086 2968 4457
384 1773 2262 4400
385 63 613 662
386 644 915 1646
387 239 444 658
388 1909 1816 3673
389 2125 304 2378
390 1386 4205 5594
391 677 1482 2034
392 94 2787 2767
393 467 1286 1838
394 1862 3984 5983
395 2112 3147 4887
396 1283 3487 4701
397 2065 2967 4822
398 469 2118 2961
399 1630 1729 3667
400 574 4182 5693
401 553 4581 5474
402 2033 1318 3884
403 992 2571 3729
404 247 279 511
405 702 1216 2276
406 918 4073 5723
407 1190 35 1382
408 349 1365 2003
409 2134 3474 5325
410 346 3514 3706
411 1690 563 2339
412 768 1961 2632
413 803 1867 2435
414 1864 4200 5802
415 777 4338 5571
416 2180 4587 6340
417 409 5 1424
418 2208 1462 4299
419 2263 3651 6388
420 1232 860 2023
421 681 2049 3010
422 596 2187 3003
423 846 790 1702
424 1815 2621 4909
425 1756 1247 3043
426 224 185 484
427 938 4076 5527
428 483 32 608
429 1687 1297 3103
430 350 276 1189
431 1429 2086 3541
432 1761 3605 4971
433 1363 1471 3346
434 685 3395 4636
435 1852 2220 4849
436 1258 29 1341
437 178 363 513
438 1733 1537 3196
439 2135 898 3547
440 383 3970 4576
441 407 3445 4525
442 1140 205 1338
443 680 2014 2962
444 985 2364 3968
445 121 1839 2291
446 370 2422 2899
447 2176 3778 6289
448 2236 2244 4934
449 2104 1170 3073
450 1296 2550 3646
451 1307 3431 5414
452 1011 1444 2891
453 1057 334 1536
454 756 205 892
455 339 1854 2109
456 265 2516 3042
457 1749 1957 4296
458 1886 2598 4470
459 2025 3689 6318
460 813 1837 3044
461 2129 1495 4221
462 104 3352 3455
463 753 703 1535
464 1074 1201 2537
465 575 2862 3135
466 662 2110 2501
467 729 1219 2330
468 2054 1576 3957
469 1462 2986 4900
470 114 2887 3296
471 1386 4277 6116
472 222 275 558
473 2257 4486 7975
474 403 4373 5497
475 628 1461 2227
476 63 4 1318
477 816 848 1547
478 640 1128 1994
479 1513 2238 4036
480 1193 915 1988
481 876 2907 4505
482 2046 2107 4691
483 285 384 1124
484 1067 4081 4937
485 254 184 1269
486 833 1357 2388
487 338 108 1187
488 1597 3552 4664
489 424 2920 3715
490 650 520 1201
491 2197 43 2645
492 1523 216 1703
493 1637 2499 3917
494 863 885 1699
495 1026 4270 5700
496 63 1514 1480
497 356 222 1010
498 1500 557 1989
499 75 274 1162
500 751 832 1841
501 1664 4559 6798
502 195 1449 1516
503 1501 2493 3623
504 850 562 1515
505 760 363 1189
506 1136 1849 3152
507 1224 426 1675
508 122 453 1440
509 564 2430 3266
510 2212 2280 4307
511 1346 1239 2693
512 36 543 644
513 597 3234 3795
514 557 2093 2630
515 1296 3390 4903
516 84 84 152
517 2036 3511 6051
518 1527 4138 5545
519 1210 967 2397
520 2193 1073 3148
521 1191 3071 4552
522 191 268 1075
523 2282 2722 4906
524 1298 280 1621
525 185 3811 4006
526 107 679 746
527 776 4538 5995
528 2014 1593 3634
529 1601 523 2541
530 2167 1266 3147
531 1638 447 2106
532 1768 3477 5466
533 759 3449 4931
534 377 320 673
535 441 1666 1916
536 2086 4205 6682
537 1060 4381 5998
538 573 3227 3711
539 430 428 780
540 306 1923 2191
541 1641 2057 4013
542 21 4372 4681
543 1937 3438 5044
544 1451 2208 3638
545 675 518 1162
546 964 2140 2810
547 459 2009 2756
548 1914 4331 6456
549 1428 2812 4811
550 642 1307 2158
551 239 2622 3001
552 1306 759 2127
553 1727 1348 3563
554 1425 4476 5909
555 808 582 1612
556 2259 3108 5094
557 619 4369 4852
558 1972 94 2096
559 263 4163 5119
560 2146 1380 4178
561 2204 4433 7938
562 1632 2731 4471
563 159 388 1429
564 1491 4287 6567
565 1591 3760 6123
566 304 296 1030
567 767 3316 4172
568 2048 3086 6001
569 1401 2245 3601
570 2284 2402 5299
571 1372 2418 3796
572 219 3898 4087
573 2291 2697 5340
574 1666 1301 3464
575 1244 585 2015
576 687 1253 1955
577 1654 4598 6365
578 2237 4208 6127
579 1716 4417 5828
580 1210 2967 4354
581 244 1269 1503
582 1177 1130 2519
583 201 2915 3275
584 489 2554 3220
585 2009 2990 5363
586 1372 1197 2715
587 1499 4344 6667
588 788 3478 4112
589 613 3675 4856
590 1990 2794 5512
591 2047 3529 5667
592 1442 820 2462
593 1679 1093 3028
594 1729 3450 5671
595 1200 3215 4042
596 903 310 1201
597 1835 964 2630
598 2057 1037 3135
599 437 331 705
600 555 1747 2582
601 1759 2657 4658
602 67 2470 2608
603 1444 4454 6411
604 493 207 785
605 190 4422 4353
606 1517 196 1775
607 1261 3401 5366
608 2164 2792 5835
609 1779 612 2431
610 475 1625 2070
611 726 1230 1822
612 686 1105 2136
613 1329 2419 3983
614 2102 966 3284
615 219 3932 3940
616 1292 2370 3937
617 279 1765 2242
618 28 643 639
619 583 1726 2410
620 171 60 1454
621 145 1803 1847
622 833 2107 3164
623 1221 692 1951
624 888 993 1906
625 4 3237 3715
626 859 1349 2420
627 1558 1598 3206
628 391 689 1080
629 2037 2628 5509
630 1490 3908 5851
631 1444 3431 5016
632 1459 1838 3556
633 2110 4554 7351
634 927 1927 3392
635 444 127 1357
636 379 4592 5291
637 482 1000 1582
638 1408 3583 4917
639 514 175 790
640 534 2736 3632
641 1024 1295 2250
642 381 2655 3137
643 1780 272 2090
644 731 3855 4331
645 59 1167 1296
646 84 3910 3596
647 1123 2027 3433
648 100 719 892
649 546 2345 2701
650 393 743 1056
651 52 3449 4149
652 226 24 285
653 2057 1151 3843
654 933 561 1630
655 911 1771 3014
656 302 2979 3222
657 22 602 631
658 858 3558 4671
659 925 387 1251
660 2105 1338 3170
661 440 4226 4662
662 2064 4535 6437
663 584 336 1023
664 576 2733 3562
665 697 2841 3961
666 965 2732 3654
667 581 4405 4850
668 1431 3198 5380
669 383 431 1275
670 877 1328 2287
671 997 1057 2001
672 813 2164 3035
673 1666 2118 4267
674 357 58 490
675 1108 3063 4774
676 1761 2531 4930
677 1011 1615 2481
678 1559 3860 6375
679 872 4454 5281
680 198 3281 3830
681 1623 3098 5556
682 2003 3455 5698
683 733 1833 2503
684 1371 2393 4465
685 1727 2929 4523
686 1826 1252 3242
687 810 3688 4178
688 102 987 1004
689 1140 1892 3042
690 694 3971 5369
691 1861 1100 3150
692 1264 3336 5344
693 1052 93 1039
694 1015 1415 2820
695 1582 1766 3970
696 26 914 887
697 2098 1620 3899
698 2015 3951 5584
699 168 407 1428
700 600 1705 2192
701 1249 2571 4144
702 54 4589 5454
703 669 4104 4799
704 169 102 1040
705 1381 1451 3120
706 2238 2098 4342
707 701 1355 2003
708 729 2243 3167
709 127 3268 3731
710 894 3343 4785
711 78 315 1124
712 1404 1368 2902
713 1184 4096 4791
714 1526 3244 5593
715 588 3566 3861
716 1124 4350 5004
717 1997 335 2518
718 180 2108 2249
719 1178 3930 5071
720 674 1831 2509
721 2172 2011 4296
722 1635 1086 2492
723 27 1227 1177
724 340 79 1061
725 2116 4101 5615
726 1344 1108 2340
727 96 41 162
728 793 1491 2726
729 1688 397 1880
730 179 3511 3600
731 1655 343 1934
732 602 1193 1897
733 2244 836 2849
734 317 364 1470
735 357 1069 1416
736 1778 389 2096
737 1281 4533 6442
738 2123 1535 4047
739 1387 1268 3127
740 1485 4072 6332
741 1984 1030 3272
742 1659 854 2362
743 1409 221 1622
744 103 3556 4155
745 1506 243 1599
746 798 2639 4006
747 1608 401 2131
748 1039 2945 4634
749 545 2643 3483
750 131 1625 1783
751 543 2881 3967
752 1868 856 3259
753 792 4495 4838
754 917 1462 2736
755 281 1150 1603
756 2156 1387 3481
757 1310 817 2424
758 853 2678 4022
759 2123 2417 4649
760 396 378 803
761 579 2706 3624
762 1891 3372 5607
763 1840 1836 4215
764 1257 1038 2161
765 2072 1738 4383
766 280 2679 3138
767 2055 3238 4930
768 2132 209 2792
769 774 531 1251
770 1850 1465 3516
771 1125 858 1818
772 982 2795 3903
773 226 2470 2580
774 521 3523 4814
775 416 631 1186
776 148 2293 2495
777 266 4275 4946
778 518 134 759
779 21 4192 4047
780 1530 2153 4347
781 213 155 403
782 79 2331 2236
783 897 3197 4129
784 1771 2606 4972
785 1578 216 2040
786 1541 4162 5821
787 584 3526 4857
788 1826 4200 6634
789 205 327 1411
790 243 3485 3468
791 1620 78 1600
792 1553 2685 4139
793 479 3452 4692
794 1520 3166 5196
795 2145 4429 6734
796 1249 1752 3414
797 141 3645 3761
798 1565 3699 5497
799 1421 2364 3528
800 1403 993 2181
801 972 2751 4043
802 954 384 1574
803 1341 1077 2450
804 204 58 255
805 1730 3626 6159
806 1616 77 1555
807 1609 2823 4407
808 221 283 1336
809 874 1328 2444
810 1956 2290 4363
811 119 2092 2595
812 119 3053 3071
813 411 1009 1417
814 1292 2722 3904
815 200 2365 3074
816 798 3562 5017
817 473 1911 2315
818 173 2516 2639
819 1196 676 2091
820 2281 74 2600
821 1429 3162 4679
822 1351 2594 4665
823 2281 280 2796
824 1215 3758 4689
825 1364 1572 2990
826 335 4284 5506
827 1100 3908 5850
828 2130 383 2734
829 2163 2029 4098
830 1866 3085 5723
831 1017 1104 2201
832 115 35 1189
833 1283 1495 3326
834 1866 820 3195
835 1130 4013 5257
836 703 4438 5740
837 138 2867 3343
838 1044 3380 5227
839 79 3715 4419
840 143 3558 3862
841 440 673 1212
842 47 3572 3877
843 2162 789 2703
844 656 1559 2638
845 517 107 712
846 1574 725 2312
847 1012 771 1889
848 1071 4234 4861
849 2052 4482 6372
850 950 3650 4929
851 1809 3886 5938
852 1636 4456 5755
853 1737 3198 5266
854 275 2531 2876
855 1499 3976 5055
856 934 75 948
857 2046 2304 4603
858 170 1760 2175
859 343 168 1049
860 852 907 1704
861 646 994 1751
862 153 3931 4607
863 1669 408 2280
864 1768 2906 5580
865 1684 301 1891
866 92 1269 1464
867 183 1417 1853
868 1164 3784 5059
869 1759 4297 5568
870 640 1591 2202
871 686 3693 3978
872 331 3078 3452
873 74 1816 2016
874 199 66 1310
875 1810 1236 3148
876 1259 2213 4148
877 1105 1555 2739
878 1625 4038 5596
879 1293 1070 2239
880 704 4567 4780
881 2261 2834 5641
882 540 894 1299
883 951 4342 5400
884 281 3492 4067
885 1783 3158 4573
886 1152 1225 2412
887 1835 4052 5738
888 2262 1350 4072
889 1933 3450 6265
890 1727 1585 3355
891 27 2440 2744
892 699 373 975
893 734 3508 4565
894 560 4167 5104
895 203 1797 2389
896 799 1026 1692
897 985 4408 4994
898 931 3691 5052
899 1630 4579 7309
900 837 2070 2747
901 805 3389 4890
902 1674 2976 4495
903 1958 1380 3723
904 603 59 775
905 917 3692 4209
906 1028 389 1558
907 1623 1487 2846
908 1746 1497 3738
909 1553 255 1667
910 2145 1388 3579
911 735 4214 5344
912 87 1041 1262
913 507 503 933
914 779 3078 3586
915 1183 98 1166
916 931 1725 2987
917 974 1980 2933
918 650 1772 2656
919 1815 1461 3562
920 1583 2925 5299
921 2136 1048 3581
922 1672 3391 5755
923 521 4534 5111
924 923 2755 3317
925 671 1011 1943
926 921 2855 4263
927 2045 2760 4718
928 2086 2158 3885
929 1463 2415 4632
930 1618 3118 5396
931 2294 1218 3522
932 1843 945 2829
933 1853 3109 4704
934 813 4326 4813
935 718 2327 3196
936 1944 749 2750
937 50 1205 1192
938 1286 981 2503
939 129 1927 2017
940 803 490 1246
941 1839 4345 5694
942 938 4503 5179
943 274 331 1427
944 1367 3369 5598
945 201 1025 1301
946 67 1828 1857
947 2195 1876 3756
948 1106 803 2187
949 422 3767 4262
950 38 2100 2323
951 564 3459 3913
952 1016 1282 2598
953 2065 2667 4978
954 110 3970 3941
955 135 41 1091
956 776 3966 5393
957 2165 1071 3497
958 1338 1389 2587
959 2289 215 2969
960 2014 2216 4134
961 226 3596 4093
962 1123 942 1989
963 702 2622 3753
964 2298 354 2478
965 277 3530 3897
966 1625 672 2495
967 96 3456 3667
968 1307 492 1879
969 911 2491 3424
970 1537 2179 3738
971 1052 612 1969
972 548 2599 3381
973 1937 3559 5704
974 1573 3247 4376
975 414 3821 5061
976 331 2293 3119
977 1321 440 2100
978 1973 1942 4290
979 1948 1994 3757
980 1221 102 1311
981 1266 3423 5241
982 1150 705 2190
983 1211 1798 3493
984 979 1531 2797
985 2263 3780 6332
986 42 2385 2891
987 1999 3577 6157
988 1242 1054 2654
989 1728 3192 5765
990 213 3999 4391
991 30 283 346
992 2135 1711 4566
993 1254 2854 4496
994 712 260 920
995 1716 1111 2943
996 74 239 1089
997 1222 3588 4460
998 777 3744 4452
999 919 1685 2421
1000 242 4400 4693

89515
260.268538
