500 7000 18000
347 442 830 1366
348 527 3209 3484
349 24 1 1109
350 528 1439 1920
351 244 2109 2663
352 30 141 1245
353 301 1437 1633
354 591 3593 3805
355 458 1490 1888
356 26 589 610
357 125 3503 3945
358 680 888 1672
359 58 1821 2042
360 50 2795 3125
361 322 73 419
362 113 685 783
363 36 1393 1442
364 633 2215 2961
365 95 27 1216
366 54 1513 1633
367 86 3470 4241
368 502 1715 2482
369 27 3543 4156
370 461 1420 1810
371 577 181 811
372 135 1983 2082
373 154 1934 1895
374 90 2152 2412
375 65 2552 2750
376 101 2764 2709
377 241 1872 2415
378 218 3102 3522
379 680 2502 3546
380 137 91 1146
381 437 1054 1721
382 583 3279 3544
383 11 289 1012
384 688 1182 1953
385 560 3099 3725
386 261 332 708
387 690 1115 2065
388 459 1205 1535
389 9 2533 2762
390 386 822 1376
391 167 1507 1847
392 358 3169 3379
393 51 1536 1819
394 521 2637 3712
395 159 2460 2883
396 8 2260 2126
397 626 2123 3160
398 98 252 1205
399 226 2725 2763
400 200 1054 1370
401 95 2679 3186
402 423 2442 3168
403 210 721 942
404 240 1057 1499
405 319 2423 3006
406 628 385 1038
407 371 96 441
408 94 2092 2306
409 539 2633 2973
410 111 2393 2292
411 343 3027 3752
412 697 2066 2945
413 224 977 1128
414 391 2341 3248
415 671 939 1593
416 507 3268 3545
417 612 3245 3586
418 224 308 488
419 364 649 1186
420 540 3089 3317
421 290 1441 1816
422 688 217 878
423 402 3182 3335
424 131 308 1007
425 117 252 1452
426 591 3491 4843
427 286 2507 3241
428 528 1350 1924
429 201 1679 2144
430 22 1252 1221
431 15 3297 3216
432 519 2046 2492
433 175 3405 4091
434 663 3244 3883
435 564 930 1499
436 471 2904 3952
437 684 3540 4979
438 195 1310 1423
439 134 1373 1546
440 311 226 496
441 553 840 1353
442 349 1833 2375
443 459 1925 2394
444 505 3535 3969
445 540 2712 3282
446 356 1120 1431
447 156 2137 2364
448 570 63 736
449 500 149 698
450 317 1314 1844
451 506 3212 3697
452 523 2787 3414
453 576 1361 1829
454 287 1936 2067
455 257 2398 2947
456 189 1917 1932
457 408 3469 3497
458 290 2141 2580
459 47 687 683
460 345 365 737
461 109 201 342
462 224 1945 2530
463 612 1842 2531
464 444 1972 2204
465 48 2887 3422
466 28 220 1082
467 566 327 957
468 378 1571 2153
469 594 2823 3150
470 158 3456 3627
471 78 1567 1546
472 438 2012 2790
473 329 2699 3171
474 332 3550 3660
475 221 3051 3058
476 219 3200 3902
477 160 3428 3542
478 10 1743 1641
479 615 2317 2979
480 167 3246 3764
481 534 1778 2496
482 638 2980 3750
483 441 1124 1689
484 659 809 1358
485 79 3431 3984
486 552 909 1347
487 590 3010 3824
488 348 946 1186
489 688 2979 4010
490 417 349 759
491 600 489 1243
492 411 3416 4267
493 262 2056 2413
494 515 515 1130
495 99 32 1454
496 225 1342 1451
497 22 2998 2910
498 182 1617 2137
499 242 2034 2275
500 478 68 545

57003
31.197029
