1000 23000 10000
120 1368 1619 3219
121 1672 134 1813
122 10 103 130
123 186 463 684
124 2099 1357 3877
125 1246 1685 2895
126 2272 162 2685
127 2183 1259 4008
128 1800 1217 3113
129 1632 79 1555
130 997 413 1568
131 362 855 1143
132 1620 1009 2755
133 913 1715 3116
134 1061 1738 2954
135 750 1872 2944
136 413 1048 1699
137 773 238 1202
138 2101 394 2835
139 291 1809 2148
140 121 1782 2009
141 1415 1067 2965
142 1270 1115 2535
143 239 1488 1715
144 2109 233 2197
145 349 1584 2175
146 2163 605 2888
147 238 1660 2209
148 2283 1598 4154
149 629 646 1252
150 1673 612 2283
151 1492 1013 2274
152 1147 1223 2296
153 137 824 1122
154 941 1956 3320
155 904 1660 2494
156 933 236 1306
157 1526 880 2685
158 727 232 902
159 22 1469 1724
160 1413 807 2056
161 612 1870 2510
162 1373 275 1806
163 1525 1161 2866
164 391 938 1484
165 1969 1497 3490
166 2253 411 2757
167 1402 647 1989
168 794 612 1276
169 579 1306 1884
170 1935 642 2909
171 919 189 1262
172 2141 1797 4293
173 1328 405 1605
174 1321 1495 3129
175 1023 395 1683
176 670 1535 2285
177 101 667 806
178 1365 605 2192
179 905 1897 2534
180 743 1230 2029
181 817 734 1557
182 365 1915 2142
183 836 65 1005
184 219 1193 1551
185 1695 1188 2674
186 2052 405 2571
187 2287 1022 3699
188 723 953 1924
189 1608 1599 3465
190 1552 1848 3868
191 1301 1222 2461
192 292 554 788
193 154 875 1138
194 574 1756 2372
195 387 998 1531
196 1619 1184 3213
197 134 873 1096
198 1794 821 2610
199 2156 989 3359
200 719 811 1534
201 1198 987 2126
202 388 1354 1608
203 156 1371 1521
204 1885 1807 4185
205 719 144 919
206 1935 331 2059
207 2020 1866 4655
208 334 1437 2098
209 1619 1153 3229
210 820 1996 2565
211 2040 1868 3625
212 705 1463 2584
213 673 1836 2998
214 129 871 1128
215 994 182 1260
216 743 323 1255
217 1191 1121 2399
218 683 1970 2978
219 39 1245 1184
220 884 1981 2853
221 1354 203 1701
222 1216 1981 3699
223 2185 1808 4441
224 1878 1410 3555
225 1946 368 2212
226 625 991 1841
227 1604 774 2717
228 1648 1050 3131
229 312 636 963
230 1056 1761 3008
231 596 1416 2163
232 1316 565 2144
233 1203 1433 2783
234 1742 699 2524
235 1685 1281 3272
236 2209 218 2277
237 748 1011 1887
238 1764 46 1749
239 1480 996 2922
240 1492 173 1791
241 834 491 1552
242 1741 1250 3351
243 490 830 1377
244 2208 1919 4489
245 354 729 1120
246 1370 113 1432
247 786 1310 2435
248 1651 1195 3265
249 392 407 949
250 1721 932 3127
251 1821 1953 3467
252 244 894 1288
253 921 1323 2154
254 584 1581 2311
255 740 1058 1795
256 1214 887 2329
257 195 740 1114
258 763 485 1214
259 520 1056 1792
260 779 943 1660
261 1374 1544 3295
262 639 7 626
263 214 1761 2207
264 1649 1355 3068
265 1516 989 2858
266 587 140 828
267 2180 472 3035
268 751 1312 2472
269 8 6 16
270 1015 585 1721
271 724 1891 2599
272 1308 998 2290
273 595 480 1225
274 252 134 444
275 999 663 1573
276 644 1328 2040
277 1480 460 1992
278 2016 1025 2914
279 2045 399 2513
280 1544 1883 3629
281 1076 879 2047
282 1531 1475 3023
283 1351 1697 3593
284 991 214 1259
285 1368 1559 3277
286 2046 1745 4215
287 348 115 510
288 1049 1217 2606
289 1789 1968 3460
290 898 1573 2889
291 944 574 1404
292 2131 217 2115
293 1357 632 1993
294 370 782 1181
295 642 400 1229
296 991 147 1114
297 177 814 1065
298 229 1510 1822
299 472 728 1271
300 1977 1847 3465
301 855 865 1735
302 1966 35 2152
303 53 1965 2095
304 79 1887 1846
305 329 1576 2058
306 1189 17 1251
307 1299 479 1917
308 2262 129 2721
309 1370 509 2039
310 2063 1438 3865
311 469 1250 1890
312 2125 250 2442
313 1007 1791 3030
314 590 310 812
315 2006 1959 3692
316 1830 635 2864
317 585 1016 1706
318 322 624 1031
319 555 1436 2000
320 930 1192 2346
321 1566 1915 3499
322 455 424 1041
323 266 54 307
324 144 95 271
325 1464 897 2372
326 2174 1759 4331
327 1656 1021 2740
328 1177 1702 3233
329 438 1957 2212
330 614 705 1436
331 1613 761 2457
332 1699 1385 3346
333 1912 61 2284
334 979 5 1040
335 1669 1947 4337
336 40 1682 1679
337 49 1051 1315
338 1432 634 1871
339 146 1550 1862
340 56 1098 1233
341 1108 165 1287
342 195 1632 2110
343 507 1438 2224
344 166 719 810
345 863 753 1515
346 615 1286 1940
347 719 1145 1778
348 1984 423 2607
349 228 1301 1394
350 862 978 1907
351 1623 21 1755
352 45 1860 2017
353 1843 1565 3866
354 669 806 1497
355 340 1313 1862
356 1874 1209 3625
357 1496 845 2131
358 2035 1361 4031
359 336 1856 2288
360 1383 1804 3519
361 1534 584 2401
362 1202 1220 2713
363 151 674 881
364 819 1964 2923
365 1536 1569 3669
366 1087 1015 2100
367 2186 1877 4768
368 1363 1174 2463
369 2083 66 2574
370 1405 1018 2216
371 188 75 279
372 1317 1955 3063
373 915 1147 1870
374 59 1873 1804
375 2207 1853 4848
376 1280 1204 2822
377 169 493 676
378 541 1546 2079
379 1180 592 2064
380 33 320 372
381 1686 1990 3443
382 1440 625 2330
383 1114 182 1362
384 118 1294 1433
385 2091 254 2334
386 558 1014 1478
387 1740 935 2602
388 1638 63 1991
389 2121 1715 4254
390 2065 157 2318
391 1403 448 2026
392 454 494 951
393 417 754 1314
394 967 1383 2670
395 2022 1036 3554
396 1927 730 2843
397 114 1334 1417
398 2278 336 2891
399 686 1106 1794
400 2157 947 3722
401 738 900 1705
402 2179 1801 4144
403 2229 1951 4954
404 646 292 1004
405 1339 1447 2798
406 1637 870 2303
407 1162 1925 3468
408 410 1104 1779
409 1936 90 2213
410 1679 1835 3860
411 639 99 786
412 273 1408 1668
413 1479 932 2647
414 1930 291 2147
415 1338 1542 2799
416 242 1356 1593
417 1224 1207 2314
418 1544 17 1559
419 1468 128 1730
420 63 105 180
421 1438 251 1642
422 1304 235 1678
423 519 886 1573
424 337 1602 2079
425 388 568 1040
426 1855 1123 3326
427 2118 1344 3378
428 94 1002 1200
429 1799 1571 3811
430 303 1688 2361
431 999 1996 3367
432 1332 1377 2526
433 107 1722 1879
434 335 1678 2207
435 1197 1235 2471
436 637 341 1040
437 2064 562 2392
438 1295 1786 2893
439 1738 1935 4111
440 1340 683 2107
441 553 512 995
442 848 1264 2533
443 1967 92 1889
444 1189 942 2528
445 458 1942 2526
446 862 1152 2407
447 1337 1502 3371
448 2044 168 2130
449 2178 1999 4091
450 1100 542 1967
451 2147 1027 3108
452 570 1887 2769
453 1311 1166 2518
454 887 130 935
455 2154 570 2726
456 1484 1218 3035
457 163 324 549
458 1296 432 2034
459 955 484 1631
460 1249 1972 3756
461 111 1232 1459
462 2212 473 2501
463 224 1753 2012
464 935 1096 1926
465 265 283 597
466 1733 1249 3545
467 512 140 678
468 2101 1278 3847
469 800 1955 3212
470 1501 1762 3343
471 441 1171 1907
472 1190 621 2081
473 1931 311 2477
474 1849 1474 3395
475 1591 225 1782
476 1785 1586 3124
477 912 340 1187
478 596 1137 1844
479 1437 1543 3087
480 2192 1640 3736
481 1034 95 1051
482 1406 454 1793
483 2256 1001 3811
484 1930 905 3364
485 1606 211 1966
486 1180 826 2290
487 1150 980 2001
488 1148 1988 3056
489 205 1901 2311
490 1992 901 3220
491 1778 1344 3629
492 907 240 1126
493 965 1237 2121
494 2211 72 2148
495 1369 130 1400
496 2051 1760 4013
497 1333 223 1818
498 1977 107 2185
499 1182 885 2241
500 1203 1383 3061
501 1866 1362 3667
502 517 393 898
503 817 233 1142
504 781 1230 1958
505 2224 1464 3557
506 1094 473 1604
507 2133 780 2669
508 2151 644 2956
509 288 182 563
510 1558 1086 2776
511 429 454 1013
512 1055 406 1445
513 788 1774 2346
514 121 449 531
515 1869 1275 3507
516 567 1759 2173
517 184 1570 1996
518 1773 525 2666
519 2293 604 3244
520 1388 50 1409
521 1563 299 2001
522 964 187 1190
523 249 1902 2373
524 2032 1046 3447
525 781 779 1482
526 69 624 640
527 1850 191 1912
528 1434 817 2594
529 550 766 1469
530 782 516 1386
531 44 1541 1901
532 1525 1112 3075
533 704 1719 2397
534 430 1253 1666
535 256 1800 2172
536 572 6 522
537 1068 1994 2951
538 839 1100 2228
539 336 1266 1848
540 1197 60 1481
541 2071 261 2502
542 1695 590 2171
543 117 806 846
544 2104 1961 3934
545 1555 1508 3662
546 1887 518 2375
547 349 303 654
548 325 1225 1808
549 976 1700 3186
550 351 640 1067
551 174 9 214
552 2228 1795 4658
553 132 871 1118
554 1671 1081 2551
555 525 900 1340
556 613 574 1185
557 341 1017 1596
558 518 407 862
559 987 1544 2708
560 1807 1203 2977
561 937 1793 2800
562 842 499 1443
563 152 1411 1840
564 841 25 953
565 1094 235 1200
566 1959 830 2826
567 917 1562 2525
568 1260 1774 2909
569 388 1349 1868
570 2284 1795 3981
571 1436 590 1834
572 54 418 516
573 2009 872 3111
574 1618 457 2345
575 1909 1246 3339
576 2147 216 2593
577 1196 1817 2744
578 2250 1021 3209
579 412 1469 1738
580 969 720 1611
581 739 560 1188
582 698 1038 1906
583 1056 1077 1979
584 1601 1710 3956
585 1025 1624 3157
586 755 136 987
587 2051 1707 3484
588 56 576 594
589 1858 615 2608
590 49 453 494
591 544 340 1022
592 1530 1647 3118
593 2066 1535 3327
594 2031 1985 4516
595 1555 424 2320
596 907 1395 2616
597 246 85 303
598 1049 365 1370
599 503 1589 2056
600 339 1612 2125
601 1584 561 2073
602 2108 1064 3414
603 789 119 940
604 971 1246 2608
605 749 1048 1648
606 1736 409 2191
607 1621 197 1741
608 1096 717 2012
609 1590 646 2017
610 2007 1151 3356
611 1738 319 2353
612 482 298 826
613 1704 78 1652
614 1821 1564 3225
615 1581 230 2051
616 1138 1469 2470
617 169 150 354
618 1266 1808 3338
619 665 619 1256
620 287 1284 1678
621 2115 1742 4615
622 1852 1475 3371
623 157 812 1117
624 1500 667 2094
625 1820 112 1976
626 330 198 502
627 726 508 1410
628 533 1596 2436
629 1401 1486 3157
630 2072 1546 4042
631 1492 658 1975
632 115 857 1131
633 1443 1319 2569
634 536 1008 1715
635 511 1380 1857
636 1518 408 2027
637 1539 91 1570
638 549 915 1441
639 1545 932 2904
640 1400 191 1450
641 1794 1986 4254
642 2062 932 3220
643 1027 555 1897
644 1968 1424 3096
645 93 455 598
646 225 1749 1851
647 1428 437 1781
648 1543 1607 3390
649 1573 1929 3388
650 601 616 1161
651 729 1932 2913
652 586 34 700
653 490 1300 1910
654 873 937 2108
655 1906 1736 3441
656 1116 1040 1976
657 967 461 1372
658 1567 1961 3191
659 328 1447 1706
660 1949 1182 3005
661 69 1853 2007
662 564 1276 1819
663 199 1929 2282
664 1992 1406 3610
665 1398 1359 2508
666 1336 1798 3111
667 2010 63 2280
668 2117 712 2760
669 1056 1740 2926
670 1521 898 2869
671 1845 1731 3371
672 1710 694 2811
673 1987 789 2836
674 1099 755 2064
675 35 1882 1903
676 1584 971 2609
677 466 1090 1550
678 1411 1103 2954
679 449 745 1286
680 1457 1844 3201
681 1197 26 1237
682 2000 1145 3110
683 1293 262 1747
684 1320 802 2452
685 127 1396 1656
686 1057 1214 2247
687 1739 432 2476
688 582 567 1319
689 292 173 497
690 718 162 1051
691 612 1025 1892
692 407 1807 2090
693 1258 106 1284
694 488 1676 2536
695 1716 338 2306
696 1276 641 2174
697 1732 607 2611
698 888 1968 2979
699 1414 318 2049
700 244 839 1059
701 280 2000 2259
702 1607 492 2451
703 1694 1722 3779
704 915 538 1492
705 1258 520 1756
706 182 773 878
707 1514 1860 3702
708 1173 450 1694
709 244 1655 2087
710 337 354 757
711 1508 748 2147
712 1486 1228 2509
713 1348 160 1725
714 1883 346 2583
715 1867 1760 3582
716 1105 1741 2996
717 2171 707 3340
718 408 202 662
719 1484 300 1810
720 1503 1302 2536
721 1759 1960 3558
722 1498 58 1572
723 1692 1649 3743
724 309 841 1326
725 2240 1901 4201
726 1602 545 2246
727 1539 1364 2883
728 2145 508 2504
729 2178 1809 4698
730 1416 886 2622
731 2179 1225 3412
732 1929 1643 4082
733 1086 1921 3426
734 428 1049 1658
735 434 1041 1349
736 1602 1059 2618
737 415 369 868
738 2214 1041 3710
739 68 513 658
740 799 12 938
741 1719 1327 3012
742 391 1912 2173
743 1337 1812 3515
744 1312 1831 3207
745 914 1636 2346
746 782 1236 2226
747 682 436 1183
748 1349 1641 3213
749 597 1579 2113
750 1326 1943 3227
751 273 1748 2059
752 2254 1095 3417
753 2151 887 3334
754 236 969 1412
755 1835 192 2127
756 277 1986 2096
757 586 1631 2398
758 1724 436 2506
759 2208 568 3227
760 947 437 1496
761 1916 364 2394
762 1191 1217 2503
763 182 1258 1576
764 1687 621 2127
765 1619 1446 3051
766 865 1602 2518
767 2154 671 2758
768 235 1849 2410
769 2013 43 2414
770 384 1680 2277
771 1662 793 2561
772 2211 451 2595
773 610 480 1091
774 1891 166 2008
775 1980 155 2248
776 283 749 1059
777 505 413 839
778 1068 430 1725
779 430 1992 2246
780 1709 1935 3327
781 1751 627 2317
782 839 1994 3081
783 847 799 1862
784 2015 1585 3366
785 29 1905 1968
786 1377 1814 3179
787 2064 918 2740
788 1723 1892 3453
789 500 727 1454
790 203 1581 2061
791 103 1286 1526
792 1164 886 1994
793 1277 489 1823
794 895 1993 3264
795 925 120 1049
796 851 374 1400
797 351 1095 1443
798 992 1935 3020
799 1915 142 2343
800 442 1060 1566
801 1156 1435 2894
802 1220 1642 2848
803 646 1347 2043
804 1344 1502 3203
805 2138 1765 4514
806 915 1494 2171
807 1621 1767 3182
808 1418 1798 3299
809 1338 35 1623
810 566 1377 2152
811 1391 597 1884
812 32 1464 1665
813 802 1972 2616
814 2102 1598 3376
815 2084 486 2730
816 1367 667 2030
817 1409 782 2159
818 1434 1578 3080
819 965 1323 2296
820 273 1846 2027
821 1319 285 1826
822 1947 195 2485
823 977 934 1888
824 1918 870 2767
825 1773 1822 3651
826 150 1845 2156
827 1169 906 1952
828 1279 1212 2823
829 1789 589 2251
830 1577 279 1901
831 683 756 1637
832 892 333 1173
833 1002 27 1139
834 398 1478 2193
835 1569 1449 3029
836 2122 4 2518
837 322 563 1008
838 269 416 644
839 348 1488 1797
840 2237 891 3017
841 52 1934 1879
842 104 356 535
843 268 1810 2483
844 2182 475 2420
845 692 1701 2677
846 600 441 937
847 142 1921 1990
848 1097 1727 2751
849 850 710 1846
850 2174 1612 3954
851 1041 1063 2209
852 1277 240 1367
853 947 1978 3149
854 160 942 996
855 956 1472 2894
856 832 893 1920
857 2065 1590 4267
858 2097 1470 3964
859 2163 1641 3947
860 177 1321 1425
861 405 383 788
862 2022 547 2688
863 168 1898 2176
864 488 1866 2481
865 148 418 650
866 602 1804 2883
867 264 369 638
868 386 1439 1768
869 415 1764 2394
870 1955 1740 3652
871 694 1632 2203
872 2200 658 3011
873 765 1127 2017
874 2294 480 2518
875 527 121 745
876 176 319 562
877 61 942 1008
878 813 963 1652
879 2279 760 3460
880 2257 244 2690
881 396 1234 1513
882 840 1333 2415
883 1192 1185 2579
884 806 1946 2858
885 2215 1141 4004
886 505 935 1366
887 941 1403 2565
888 2099 18 2067
889 1397 1366 2614
890 784 395 1183
891 413 813 1445
892 2176 292 2663
893 740 1973 3174
894 385 1402 1804
895 2248 263 2329
896 1834 580 2781
897 649 1097 1952
898 563 837 1446
899 457 3 454
900 1098 998 2424
901 1665 223 1923
902 2066 417 2409
903 761 1661 2651
904 2168 292 2726
905 145 53 208
906 1224 461 1660
907 2083 480 2872
908 2053 1294 3080
909 745 487 1373
910 713 53 845
911 1533 1203 3226
912 1508 418 2185
913 2108 249 2209
914 1115 988 1956
915 1938 1202 3209
916 1813 1404 3305
917 1924 918 3005
918 2111 1270 3638
919 1409 1313 2451
920 2082 31 2494
921 1328 152 1599
922 702 981 1816
923 2085 1070 3187
924 2085 821 3483
925 1330 55 1445
926 287 1957 2556
927 885 1093 2129
928 843 1492 2531
929 2271 1367 4011
930 258 393 623
931 1166 1945 3377
932 1141 209 1221
933 723 1068 1870
934 1629 151 1992
935 531 1281 2139
936 2072 10 2296
937 1209 1969 3771
938 857 1842 2477
939 1817 2000 3529
940 1437 1103 2557
941 847 937 2084
942 936 279 1316
943 2015 761 2614
944 1508 1473 3238
945 26 772 872
946 432 1195 1681
947 791 323 1276
948 273 766 1194
949 41 885 1093
950 466 258 681
951 1274 1560 2716
952 1413 1275 3082
953 2299 531 3123
954 660 1955 2756
955 1702 1219 3296
956 2110 1315 3381
957 1578 62 1532
958 2277 539 2722
959 1738 1402 3102
960 1158 1568 2604
961 1930 724 2838
962 339 1583 2260
963 1862 250 2324
964 1916 8 1818
965 2037 628 2637
966 2094 1863 4694
967 722 1506 2496
968 2080 746 3114
969 1225 1249 2552
970 1775 232 2092
971 2259 1953 4653
972 1672 1785 3591
973 1071 859 1852
974 777 1424 2028
975 2272 1795 4847
976 1124 425 1846
977 841 1706 2645
978 335 1095 1665
979 320 1913 2296
980 1882 520 2460
981 895 427 1249
982 1786 1124 3218
983 762 585 1233
984 2097 1118 3142
985 1301 1903 3469
986 1307 110 1322
987 7 534 539
988 970 56 995
989 1217 1698 2908
990 932 1157 2083
991 246 1823 2009
992 1463 338 1999
993 1727 1480 3486
994 374 1120 1461
995 1876 1597 3599
996 777 1507 2380
997 21 270 271
998 643 153 940
999 1660 664 2535
1000 2029 766 3304

39422
