500 7000 18000
268 96 1680 1957
269 191 3140 3556
270 544 45 635
271 609 427 1171
272 639 645 1165
273 309 135 402
274 212 2706 2782
275 176 1080 1498
276 411 2349 2877
277 51 132 203
278 231 1249 1721
279 366 2744 3402
280 137 3492 3798
281 304 362 787
282 177 2102 2463
283 379 1274 1865
284 24 3231 3694
285 608 1770 2696
286 15 2124 2534
287 186 3243 3436
288 335 438 837
289 124 927 959
290 569 2569 3255
291 37 3348 3773
292 103 1187 1548
293 554 3074 3948
294 116 2360 2698
295 424 2307 2890
296 674 1356 2087
297 540 3454 3933
298 559 921 1386
299 261 3085 3975
300 180 701 873
301 642 176 817
302 97 3383 3655
303 543 3491 4295
304 133 3450 3303
305 625 2467 3109
306 371 905 1438
307 527 68 617
308 35 996 1009
309 610 2378 2867
310 195 1067 1486
311 455 3396 3695
312 362 1513 2235
313 86 639 832
314 124 686 791
315 648 2122 2497
316 321 2385 2559
317 368 3499 3755
318 607 2685 3262
319 394 255 587
320 507 807 1250
321 668 1766 2866
322 125 2882 3586
323 181 1605 1921
324 607 117 834
325 473 1473 1766
326 254 1145 1652
327 478 2437 2922
328 272 1268 1797
329 578 49 716
330 470 1283 1618
331 358 685 1058
332 360 386 830
333 312 877 1194
334 230 862 1064
335 379 921 1481
336 354 2420 3048
337 580 651 1318
338 466 466 857
339 145 3024 3546
340 681 1135 2155
341 71 1864 1824
342 217 2688 2890
343 244 1490 1655
344 571 1506 2038
345 577 3510 3975
346 388 1751 2023
347 63 1840 1749
348 615 23 745
349 198 3306 3416
350 323 2711 3108
351 247 331 662
352 531 490 1030
353 599 3285 4094
354 220 1098 1446
355 44 353 422
356 337 2152 2757
357 678 3522 4251
358 530 144 660
359 79 693 772
360 607 1212 1643
361 408 2594 2875
362 450 522 1145
363 210 3342 3476
364 496 598 1161
365 278 1556 1740
366 223 3209 3942
367 87 3138 3043
368 130 13 136
369 413 2151 2375
370 255 1256 1696
371 616 740 1253
372 557 2023 2996
373 517 276 890
374 624 2391 3549
375 687 859 1607
376 694 1959 2845
377 329 1335 1644
378 329 1386 1582
379 465 2355 2658
380 32 2103 2272
381 337 3294 4299
382 614 1778 2661
383 533 825 1627
384 546 582 1163
385 356 2613 3033
386 630 2570 3147
387 360 3362 3577
388 118 228 377
389 596 688 1480
390 663 1237 1845
391 583 621 1334
392 404 2428 3242
393 599 1929 2671
394 290 2566 3337
395 387 1274 1818
396 517 1489 2405
397 199 2907 3015
398 371 321 806
399 533 1257 1630
400 610 2428 3236
401 592 1696 2083
402 192 817 1128
403 63 2391 2414
404 172 341 510
405 81 88 157
406 529 1193 1938
407 570 1894 2380
408 46 768 903
409 657 3274 4612
410 171 558 859
411 496 540 1115
412 438 3339 3934
413 699 3119 3531
414 318 229 612
415 660 2479 3249
416 40 853 903
417 476 380 806
418 555 266 917
419 408 2142 2792
420 576 1601 2174
421 167 352 513
422 518 3473 4200
423 170 3427 4165
424 401 3436 4022
425 282 3566 3473
426 79 2929 3158
427 274 1607 1917
428 590 1003 1505
429 684 316 955
430 680 2621 3551
431 540 2421 2691
432 360 137 498
433 190 1853 2203
434 59 2677 3016
435 545 563 1284
436 273 255 559
437 114 2427 2706
438 152 3373 4068
439 399 2285 2514
440 264 2069 2402
441 41 2888 2905
442 433 2988 3855
443 677 2979 3997
444 1 569 585
445 485 1094 1616
446 341 2409 2994
447 664 3334 4607
448 426 110 584
449 627 724 1391
450 190 1441 1891
451 35 1519 1403
452 46 1623 1934
453 585 3484 4467
454 671 2332 3185
455 672 2544 3060
456 464 324 914
457 654 2122 3079
458 333 2001 2697
459 696 2814 3254
460 384 1340 1669
461 620 1119 1604
462 464 438 1078
463 219 2765 3299
464 271 1388 1757
465 475 390 860
466 200 1213 1441
467 572 1150 1759
468 540 1231 1659
469 381 1637 2276
470 689 2444 3136
471 572 3110 3619
472 99 2574 2834
473 599 2312 2667
474 97 12 123
475 301 32 384
476 191 2459 2737
477 674 3514 3917
478 508 1525 2174
479 601 1958 2774
480 666 1273 2187
481 176 2613 3034
482 596 2360 3161
483 267 1259 1696
484 557 2030 2470
485 619 2139 3174
486 178 893 1111
487 654 603 1215
488 505 3356 3700
489 114 2180 2427
490 463 2926 3147
491 680 2278 3259
492 638 2492 3136
493 584 874 1558
494 452 1028 1566
495 8 58 71
496 312 1932 2214
497 447 2547 3370
498 689 384 1066
499 51 1761 2174
500 62 2651 2693

29837
