1000 23000 23000
368 2103 990 2911
369 2193 2475 5417
370 1967 366 2704
371 1747 2049 4541
372 2022 1857 4098
373 598 76 708
374 954 4017 4838
375 350 4175 5064
376 1212 3995 4964
377 2282 889 3178
378 2114 2611 5299
379 2127 3572 6253
380 791 3528 4632
381 791 3688 5199
382 1953 2239 3809
383 729 2632 3159
384 1510 2649 4507
385 1117 763 1885
386 1043 4524 5692
387 2007 3951 5812
388 15 1555 1594
389 1244 3792 4566
390 1457 1519 2956
391 1453 973 2248
392 562 3261 4233
393 2286 776 3584
394 868 3287 4311
395 1086 1961 3103
396 1648 1986 3376
397 45 1439 1391
398 1761 695 2683
399 907 3736 4306
400 1504 1596 3096
401 1325 4275 5477
402 2058 3658 5192
403 515 2989 4088
404 1856 4419 6940
405 65 2495 2422
406 823 4522 5625
407 535 3959 5218
408 384 1285 1713
409 2122 3401 6086
410 463 3394 3784
411 2025 1659 3498
412 383 341 671
413 1467 234 1572
414 1209 2501 4399
415 1136 4211 6283
416 827 1865 3076
417 63 4430 4815
418 1863 4110 5844
419 1866 3222 5704
420 1682 3175 4533
421 157 828 1066
422 2193 193 2209
423 1485 2280 3935
424 1016 688 1840
425 276 2823 3030
426 1889 914 2968
427 458 5 539
428 1979 3641 5762
429 602 3790 4436
430 1334 2837 4964
431 1632 241 1692
432 1617 4085 5624
433 1488 1256 2621
434 157 1975 2356
435 2248 483 2741
436 306 3391 4309
437 582 2891 4061
438 540 1355 2242
439 1681 659 2533
440 1462 4127 6388
441 1799 357 2204
442 1017 503 1596
443 1889 2337 4865
444 1812 2139 3962
445 1868 4156 7061
446 298 961 1239
447 1209 3119 4257
448 1055 3152 4682
449 2202 171 2695
450 1411 244 1869
451 1498 1601 3076
452 1924 977 3433
453 2029 2717 4339
454 1863 991 2955
455 505 1755 2638
456 1285 4456 6841
457 1007 1982 2968
458 2079 192 2179
459 449 2083 2773
460 180 3435 4002
461 636 2695 3279
462 2216 2405 4296
463 1251 2064 3278
464 1887 1337 3183
465 391 138 574
466 1884 1868 4070
467 689 3914 5209
468 1723 525 2590
469 426 4006 4291
470 1543 3812 6074
471 2178 107 2611
472 2019 3011 5767
473 382 1837 2524
474 1162 2227 3124
475 1265 2245 3184
476 851 3617 4593
477 998 1643 2623
478 1843 4554 7118
479 2180 2974 4987
480 1176 1919 3098
481 364 160 553
482 179 1630 1943
483 356 633 922
484 1038 3714 4761
485 103 1402 1753
486 1253 297 1713
487 1294 102 1404
488 1628 2101 3694
489 1851 2004 4223
490 2016 3240 5312
491 832 2987 3451
492 1483 3322 4432
493 735 2026 2511
494 1463 1742 2906
495 2232 1644 4444
496 1425 1624 2980
497 1522 2993 5085
498 2034 2154 4358
499 972 4089 5948
500 1212 46 1335
501 472 1354 2098
502 496 532 1233
503 1727 3046 5515
504 1594 919 2582
505 418 2935 3198
506 1824 1054 2629
507 152 1824 1955
508 1287 182 1380
509 1596 2721 4016
510 1933 129 2029
511 1989 30 1906
512 434 333 772
513 1197 968 2468
514 470 3501 3594
515 1186 4525 5748
516 2139 2448 4690
517 1724 2267 4581
518 1509 4278 5441
519 470 2136 2529
520 837 4047 5283
521 1333 4265 5256
522 82 1547 1697
523 669 3071 3927
524 1302 4261 5527
525 622 1264 1964
526 1122 1505 2565
527 2019 1894 4414
528 148 443 566
529 888 2646 3464
530 1817 4248 5583
531 1188 3681 4540
532 131 584 654
533 166 3886 4046
534 1329 276 1890
535 769 3998 4947
536 2235 157 2185
537 1036 405 1325
538 548 4167 4917
539 710 1338 2248
540 1096 3516 4685
541 966 2685 4054
542 1648 4421 5612
543 480 2096 2402
544 1147 4481 6466
545 2166 2576 5264
546 665 2553 2938
547 321 47 392
548 1395 4517 6324
549 764 1192 1832
550 708 150 831
551 2294 2418 4368
552 1944 1015 2989
553 889 326 1140
554 506 729 1245
555 49 4213 4865
556 1907 483 2335
557 350 720 1056
558 1875 3501 5988
559 2260 2342 5302
560 2239 1808 4261
561 2010 2776 4743
562 787 1831 2788
563 1049 1722 2942
564 1526 349 1818
565 2145 2419 4421
566 1432 915 2276
567 482 2729 3392
568 2223 20 2508
569 783 4182 5437
570 750 4087 4948
571 387 4283 5109
572 1075 738 1832
573 745 503 1145
574 1296 3743 5926
575 2241 3884 6772
576 137 181 337
577 1347 1458 2726
578 1525 4385 5354
579 1990 4229 6416
580 1827 1895 4071
581 566 570 1133
582 1917 2178 4737
583 267 756 986
584 750 1443 2148
585 1374 1234 2927
586 100 2073 2420
587 1249 55 1446
588 2053 734 3151
589 270 915 1106
590 192 355 517
591 1879 892 2727
592 22 3832 4109
593 1523 1280 2891
594 341 382 744
595 127 4507 4296
596 896 4051 5523
597 1884 1775 3456
598 2054 2042 4300
599 1056 1984 2968
600 1777 827 2470
601 1120 2859 3674
602 1894 4565 7577
603 1091 179 1493
604 239 976 1112
605 569 576 1097
606 981 495 1680
607 533 754 1229
608 791 736 1534
609 1403 2669 4669
610 2183 1126 3784
611 1107 2296 3767
612 46 3968 3725
613 798 1919 2545
614 1670 2210 4032
615 1263 3966 5356
616 1922 1564 3865
617 1957 3621 6508
618 411 2027 2639
619 1803 1267 3443
620 1017 725 2032
621 1603 3200 4502
622 1542 2538 4206
623 541 3592 4588
624 453 4515 4818
625 1248 2309 3584
626 791 3950 5467
627 1318 4358 5910
628 1758 2748 4548
629 320 117 482
630 775 993 1959
631 1685 4019 6138
632 785 3924 4702
633 59 3379 3633
634 655 482 1096
635 18 177 225
636 424 3166 3658
637 1537 2342 3711
638 34 4588 4889
639 1422 1945 3599
640 1538 3210 5021
641 1578 4289 5728
642 1858 1871 3686
643 1082 4000 6049
644 1276 159 1688
645 237 2938 3464
646 325 741 1057
647 832 4008 5568
648 568 2667 3792
649 1821 1743 3715
650 1309 208 1686
651 273 3978 4192
652 326 1480 1626
653 1297 3399 5204
654 853 1571 2712
655 1516 2201 4035
656 929 2882 3731
657 1885 767 2928
658 1989 3111 5270
659 1074 1425 2898
660 651 3199 4213
661 1592 1034 2801
662 735 855 1674
663 1171 1401 2329
664 1671 1910 3609
665 1391 2302 3834
666 1855 222 2443
667 556 2023 2922
668 550 83 701
669 450 2612 2929
670 1048 2951 4391
671 785 1274 2126
672 473 3987 4929
673 2298 2647 5115
674 1577 3381 5746
675 1745 3357 5797
676 2034 2467 5099
677 883 2720 3599
678 2072 2316 4744
679 429 3258 3551
680 1233 3598 5523
681 1871 1905 3824
682 1632 3432 5462
683 2005 3515 5964
684 864 1895 2921
685 603 4472 5539
686 316 2790 2910
687 1917 2928 4404
688 813 3579 5139
689 1253 1278 2646
690 402 1376 2016
691 1471 1421 3278
692 1563 2539 4374
693 2070 4296 5996
694 270 4165 4656
695 1892 12 2110
696 196 2777 2885
697 2025 4148 6196
698 56 3864 4223
699 217 955 1190
700 1762 778 2312
701 1307 1295 2802
702 647 1495 2141
703 1003 133 1271
704 1096 2179 3061
705 2269 1462 3878
706 743 983 1933
707 2250 4542 6633
708 1087 2366 3994
709 407 3467 3565
710 1125 3431 5460
711 517 1331 1927
712 660 3094 4075
713 1918 2866 4589
714 869 1579 2366
715 1277 4232 5691
716 1763 3906 6221
717 1101 2716 4434
718 785 3482 4836
719 165 21 204
720 2005 3080 4619
721 1248 4387 6192
722 1807 3154 5657
723 1577 2386 3859
724 2075 1514 3393
725 1322 734 2140
726 975 242 1277
727 98 3538 3512
728 959 1741 2560
729 1752 2486 4691
730 835 288 1017
731 2137 3510 5991
732 2287 640 2930
733 373 841 1236
734 1611 981 2576
735 566 1698 2257
736 1975 818 3038
737 783 3270 4401
738 1141 670 2092
739 1012 3493 4901
740 1187 4135 5698
741 1978 714 2679
742 1861 3493 5600
743 570 3092 3604
744 1565 1484 3602
745 32 4475 4583
746 2052 4391 7366
747 884 4511 5692
748 2080 4425 6224
749 73 2698 2940
750 38 3279 3718
751 1750 1608 3887
752 1446 3479 5760
753 1455 1957 3622
754 560 1652 2255
755 916 3888 5546
756 1450 3339 4411
757 1517 356 1759
758 1375 286 1521
759 1380 2516 4405
760 761 3674 4251
761 1545 1171 3245
762 80 3975 4524
763 708 2247 3102
764 2038 2702 5312
765 1111 1065 2227
766 1320 2184 3991
767 440 1217 1764
768 751 1064 2144
769 613 1928 2927
770 1199 698 2163
771 2098 3976 6018
772 978 1294 2553
773 2163 2302 4802
774 387 3062 3330
775 1395 2581 4748
776 569 4151 4574
777 58 1362 1364
778 257 2919 3150
779 614 3129 3613
780 822 2836 3746
781 264 1186 1370
782 1416 2966 4690
783 242 2097 2784
784 1507 3298 4413
785 2070 3636 6475
786 2029 2447 5114
787 605 2423 3614
788 636 470 1243
789 523 4235 5016
790 359 1147 1414
791 2 794 900
792 1237 1808 2981
793 91 4579 4823
794 90 2701 3070
795 1115 2160 3124
796 1417 2700 3816
797 982 1992 3360
798 1010 161 1259
799 1192 3786 4925
800 1631 4533 7003
801 514 2147 2625
802 21 3058 3694
803 1970 4416 7200
804 817 171 1174
805 727 4238 5556
806 1269 2147 3894
807 480 3686 4485
808 859 238 1102
809 1858 1913 3720
810 2139 2337 5071
811 1846 390 2106
812 2118 2700 5390
813 1289 3221 4300
814 2291 2775 4955
815 1448 3471 5170
816 1332 2648 4270
817 1572 3465 5636
818 758 2242 2702
819 2214 614 3266
820 2237 3907 5997
821 1703 3314 4773
822 1236 1391 2533
823 1872 596 2783
824 795 3064 3702
825 1831 3239 6070
826 975 1777 2898
827 364 567 1006
828 1946 1682 4225
829 18 4477 5164
830 1684 888 2732
831 69 212 268
832 428 2961 3148
833 2155 2287 4510
834 227 870 1205
835 1547 3005 4896
836 2119 934 3580
837 1737 2170 3849
838 1369 4236 6013
839 1817 2934 5537
840 1259 1779 2894
841 680 2368 3519
842 1232 1221 2767
843 1250 3862 5833
844 846 279 1085
845 1921 2578 4616
846 427 3522 3669
847 983 2059 3157
848 302 1528 1690
849 190 2363 2884
850 570 910 1374
851 1440 3750 5698
852 746 4122 5289
853 90 1409 1447
854 1353 3066 4675
855 2166 4225 6137
856 2111 1584 3788
857 2048 3134 5674
858 25 2812 3208
859 520 349 874
860 1065 2601 4219
861 1474 3848 5790
862 735 3484 4522
863 257 2112 2725
864 88 1148 1123
865 292 3501 3783
866 2244 760 3247
867 501 1222 1706
868 517 2759 3520
869 2122 2346 4960
870 1976 168 2311
871 1506 2103 3259
872 802 3429 4069
873 1583 3517 4947
874 2078 180 2670
875 521 3104 3283
876 2177 1182 3936
877 75 4201 3928
878 2015 301 2215
879 1537 3470 5380
880 331 2100 2582
881 1036 3474 4951
882 1935 922 2839
883 1904 3143 5144
884 970 3259 4703
885 1947 3169 5356
886 745 2501 3720
887 1940 3162 5761
888 1766 2873 5138
889 1779 433 2123
890 405 813 1270
891 640 1314 2220
892 1901 2815 4293
893 247 1433 1876
894 2223 4189 6746
895 483 3918 5254
896 2066 2647 5604
897 1224 1156 2691
898 1413 477 2023
899 1800 4349 6473
900 198 3830 4101
901 1382 319 1561
902 142 3232 3086
903 987 2479 3842
904 2247 868 3441
905 1012 2074 2795
906 1834 2990 5417
907 675 3574 5047
908 1460 4290 6247
909 321 2907 3326
910 1545 2027 4013
911 773 3621 4439
912 110 1243 1475
913 933 126 1219
914 1963 1615 4228
915 1916 2537 4855
916 1906 4175 6813
917 1771 4249 6274
918 2111 1208 3646
919 1854 2199 4551
920 1743 2556 4096
921 2076 454 2882
922 1327 2021 4001
923 802 766 1687
924 66 3862 4633
925 760 3937 5265
926 1996 2725 4469
927 811 3038 4402
928 1715 4536 5817
929 904 1476 2330
930 54 944 905
931 832 224 1133
932 1866 4235 6091
933 1076 2808 3765
934 1347 3163 4911
935 708 3727 4638
936 1066 1704 2864
937 1190 4471 5592
938 1767 522 2234
939 2020 3622 5951
940 873 2889 3447
941 1171 647 2151
942 1931 362 2113
943 1127 1411 3043
944 2024 3733 6048
945 725 1104 1751
946 1879 4357 7474
947 246 900 1132
948 768 1860 2940
949 689 569 1239
950 2212 1850 4051
951 2144 1040 3156
952 1394 3015 4469
953 570 975 1802
954 1514 1476 3268
955 1544 2137 3999
956 296 4012 4079
957 838 3959 4922
958 269 2857 3348
959 2017 4456 6447
960 2125 2649 5724
961 1063 302 1237
962 1163 4543 5153
963 313 80 379
964 413 4207 5123
965 1333 2942 4952
966 530 4082 5348
967 1857 423 2275
968 1627 2529 4173
969 894 2722 4149
970 2091 4081 5956
971 1289 1993 3731
972 839 3077 4486
973 330 1909 2511
974 150 2546 2525
975 11 4447 5062
976 635 4466 5543
977 1869 775 2629
978 1255 4483 5281
979 1285 431 1896
980 2195 83 2255
981 130 3193 3705
982 1636 236 2016
983 350 4069 4065
984 876 3060 4177
985 646 291 864
986 936 849 1892
987 393 50 531
988 976 2251 2975
989 336 3507 3779
990 1684 308 1946
991 2181 571 2733
992 259 712 1052
993 1718 297 1853
994 348 3026 3798
995 1712 549 2088
996 1588 2416 4199
997 2012 3311 5998
998 1629 4389 6470
999 31 454 477
1000 1607 3231 5600

54974
