1000 23000 10000
713 1874 1376 3460
714 48 80 1221
715 249 340 651
716 1895 1550 3708
717 1845 1678 3281
718 465 832 1355
719 550 1431 2113
720 1268 1746 3501
721 1094 1117 2322
722 764 1787 2414
723 1805 915 3075
724 418 952 1251
725 1003 1166 2416
726 749 1418 2235
727 1213 1449 2672
728 688 1076 1778
729 748 1346 1948
730 978 318 1376
731 1456 171 1789
732 1929 533 2431
733 302 90 1257
734 672 937 1521
735 83 953 1051
736 541 29 626
737 811 1766 2844
738 1555 762 2486
739 251 1412 1804
740 1353 1276 2915
741 2072 1849 3875
742 1305 563 1982
743 141 1326 1551
744 138 1396 1773
745 580 1474 1910
746 1366 1414 2822
747 234 1639 1733
748 441 45 1291
749 246 171 1048
750 2161 787 3244
751 1359 1648 3098
752 1264 1281 2673
753 347 1725 2113
754 565 186 886
755 1604 11 1893
756 2038 585 2609
757 475 576 1222
758 1759 174 1879
759 1864 695 2801
760 110 1565 1867
761 887 1007 1790
762 1205 767 1790
763 2150 1384 3444
764 2016 447 2532
765 1149 681 2008
766 1660 1534 3668
767 240 1868 2186
768 1645 207 2128
769 2241 1200 3973
770 1484 156 1574
771 1819 1542 3674
772 1910 831 2637
773 1116 1733 3015
774 1863 1290 3577
775 1264 566 2087
776 672 1712 2655
777 1468 1113 2969
778 2042 665 3219
779 1016 430 1362
780 912 1746 2586
781 817 1468 2586
782 1945 1642 4078
783 968 814 1630
784 176 1894 2128
785 1821 17 2204
786 822 382 1084
787 1737 1687 3924
788 92 47 141
789 2284 391 2769
790 2222 103 2558
791 411 1099 1636
792 444 1115 1418
793 107 1808 2165
794 1677 1476 3477
795 1833 1114 2806
796 443 166 1002
797 1700 861 2463
798 881 1960 2880
799 1706 837 2488
800 1938 1047 3432
801 1627 1615 3094
802 1135 658 1901
803 180 1741 2009
804 1756 1415 3620
805 1414 470 1998
806 855 117 896
807 492 1604 2394
808 659 672 1207
809 637 725 1373
810 2227 1953 4829
811 1279 1226 2908
812 2013 451 2633
813 793 203 931
814 79 1719 1744
815 930 1905 2959
816 1985 1520 4092
817 452 586 1059
818 1229 696 1883
819 2022 921 2938
820 290 1273 1730
821 230 1507 2001
822 98 757 977
823 248 107 1154
824 1668 1662 3257
825 1408 1879 3556
826 923 1999 2652
827 1488 1872 3669
828 760 993 2060
829 1708 1990 4381
830 300 1767 2023
831 2001 370 2439
832 1963 1251 3843
833 1971 1139 3723
834 1930 1054 2720
835 1486 1289 3290
836 1435 1268 2590
837 768 189 1133
838 840 1829 3175
839 1677 1719 4040
840 1239 982 2265
841 2222 902 3476
842 448 366 976
843 276 1308 1817
844 498 601 1074
845 1442 335 1903
846 854 1336 2412
847 1662 201 1837
848 932 863 1687
849 2108 1096 3513
850 2045 1446 3754
851 1145 527 1720
852 310 1737 2340
853 1317 52 1596
854 815 1991 2607
855 869 1264 1949
856 1457 679 2059
857 295 1346 1914
858 1501 1422 2769
859 937 172 1036
860 2238 266 2802
861 1306 964 2640
862 771 1275 1873
863 1541 1749 3930
864 534 292 796
865 2239 667 2827
866 99 431 636
867 2121 1931 4027
868 923 326 1302
869 2180 1784 4076
870 2077 1515 4217
871 1772 1423 3567
872 656 113 791
873 25 1308 1206
874 431 56 1267
875 1289 1186 2845
876 944 1364 2238
877 1732 1991 3660
878 2230 815 3209
879 682 214 1024
880 427 627 1217
881 1157 1676 2869
882 1798 1721 3388
883 88 1483 1770
884 694 605 1215
885 1645 1690 3836
886 1197 591 1911
887 1284 50 1301
888 922 1332 2340
889 2066 1107 3194
890 1372 67 1660
891 595 1757 2575
892 1065 888 2343
893 596 1912 2573
894 1391 1572 3159
895 146 716 1022
896 1090 571 1581
897 236 329 672
898 500 1876 2731
899 1337 945 2378
900 196 525 766
901 16 153 182
902 228 261 475
903 27 459 478
904 22 1232 1337
905 481 839 1203
906 1271 311 1764
907 1271 1373 2758
908 2163 1445 3921
909 630 837 1749
910 2167 1242 3536
911 1275 456 1851
912 447 748 1163
913 1734 1220 3534
914 1912 1841 4237
915 52 100 1160
916 852 119 936
917 182 1013 1272
918 340 1180 1812
919 68 810 939
920 1773 1094 3085
921 1090 1288 2234
922 228 1020 1249
923 2014 1907 4469
924 652 1563 2348
925 279 1728 2145
926 1852 210 2215
927 1099 1785 2660
928 143 1094 1424
929 695 1788 2552
930 527 943 1735
931 686 76 853
932 366 1337 1706
933 714 1422 2217
934 151 20 1231
935 2027 877 3121
936 478 1813 2241
937 257 855 1155
938 360 1251 1877
939 1206 1614 2852
940 1264 314 1755
941 1706 232 2193
942 1493 939 2629
943 394 1439 1804
944 1537 1930 3303
945 509 1857 2572
946 1483 126 1891
947 750 1489 2069
948 1326 213 1393
949 1632 453 2447
950 1968 1774 3391
951 1072 54 1188
952 521 669 1289
953 1503 787 2520
954 1197 603 1681
955 413 366 832
956 409 227 653
957 1623 1309 2913
958 115 1045 1311
959 1354 234 1613
960 537 263 724
961 1418 1636 3284
962 1006 719 1958
963 1152 604 1899
964 273 1930 2117
965 940 489 1684
966 2108 681 2849
967 124 1652 1625
968 834 1790 2846
969 1191 252 1315
970 257 596 918
971 914 1187 2262
972 521 1908 2627
973 2195 1071 3403
974 251 25 1041
975 1889 907 3259
976 803 1645 2635
977 481 1716 2211
978 203 897 1104
979 2136 332 2947
980 362 57 468
981 1527 602 1977
982 9 997 1137
983 1250 1063 2236
984 605 1225 1990
985 1705 498 2079
986 1671 366 2338
987 810 414 1364
988 879 351 1400
989 1865 783 2499
990 1038 1629 2410
991 1894 1809 3649
992 1112 1548 3022
993 807 1537 2777
994 1630 756 2851
995 255 1505 1858
996 217 176 1462
997 1396 1480 3267
998 1757 1762 3990
999 2202 64 2239
1000 1635 1869 4188

75079
