500 15000 15000
128 1136 1436 2646
129 462 808 1498
130 974 1957 2788
131 690 2229 2806
132 1207 2554 3513
133 466 2818 3847
134 1481 2459 4662
135 535 323 927
136 1344 1123 2758
137 120 80 1232
138 385 1515 2266
139 263 2817 3326
140 1428 1342 3264
141 644 119 896
142 399 2222 2707
143 488 1921 2264
144 1048 109 1045
145 1276 1508 2852
146 1371 1036 2852
147 267 2691 3095
148 821 1040 1694
149 247 36 256
150 1499 408 2022
151 1437 2896 4454
152 605 2177 3123
153 733 535 1273
154 271 2266 2685
155 703 114 960
156 68 137 1315
157 1324 2543 4375
158 21 2652 2703
159 1242 1361 3123
160 814 1120 2172
161 1051 469 1788
162 798 885 1921
163 290 1582 2074
164 86 231 1040
165 483 1082 1579
166 418 1823 2220
167 518 1355 2001
168 616 344 976
169 1084 2679 3896
170 1339 1491 2872
171 1309 2448 3900
172 1001 500 1534
173 87 217 1220
174 1014 643 1635
175 674 383 1027
176 323 2267 2637
177 242 1996 2287
178 1191 2158 3896
179 1296 63 1550
180 517 2303 2579
181 525 974 1576
182 1040 607 1495
183 909 2339 3193
184 458 1385 1914
185 1389 2644 4472
186 1253 1805 3162
187 310 1404 1977
188 505 2273 3053
189 208 1543 1943
190 869 1755 3080
191 876 1585 2572
192 381 2737 2978
193 218 2776 3473
194 1370 897 2486
195 103 77 1313
196 1182 1721 2758
197 73 2343 2866
198 512 1976 2606
199 90 2105 2100
200 361 907 1512
201 276 7 1477
202 1258 1441 2900
203 549 1716 2571
204 904 2807 3901
205 811 151 974
206 426 933 1542
207 20 1113 1084
208 1342 327 1972
209 737 1113 2186
210 40 757 818
211 1013 1816 2608
212 434 931 1273
213 443 2974 3141
214 1170 2602 4270
215 293 255 1238
216 7 170 1226
217 1126 1030 2145
218 981 478 1579
219 254 1202 1600
220 408 1574 2293
221 440 980 1680
222 1445 272 2048
223 663 1566 2199
224 1013 223 1351
225 633 391 1071
226 752 546 1558
227 681 25 807
228 639 2295 3236
229 1335 2265 4134
230 626 1238 2023
231 1235 547 1957
232 92 182 1486
233 534 2291 3152
234 1434 2683 4692
235 1001 1597 2914
236 811 2431 3710
237 1452 2854 4523
238 731 1180 1799
239 511 1625 2364
240 783 223 966
241 1397 1451 2713
242 478 921 1407
243 940 2695 3420
244 1283 2629 3828
245 602 1698 2720
246 181 1019 1324
247 579 1888 2301
248 130 2735 2674
249 545 1054 1580
250 745 2371 3674
251 1250 254 1705
252 788 2081 2985
253 890 214 1096
254 42 2754 2649
255 1087 1352 2825
256 654 2282 2844
257 130 1444 1751
258 2 921 938
259 709 138 1003
260 234 1059 1342
261 1175 208 1598
262 1018 929 1987
263 973 2730 4210
264 1351 1638 3501
265 1489 2429 4125
266 1426 771 2596
267 614 2139 2981
268 399 1612 1851
269 1110 419 1580
270 1488 2936 4046
271 1132 2429 3341
272 52 1429 1462
273 1322 1442 3123
274 565 1202 1608
275 291 2746 3378
276 1474 1099 2384
277 1138 2276 3872
278 169 640 831
279 82 182 1330
280 802 1518 2685
281 1280 1378 3002
282 1374 269 1783
283 320 1838 2035
284 1321 728 2133
285 656 909 1540
286 257 1288 1808
287 668 1920 2751
288 248 2850 3013
289 576 1829 2777
290 1450 340 2080
291 573 1295 2128
292 241 280 1438
293 423 1069 1383
294 783 2137 2725
295 21 99 1029
296 447 1447 1864
297 945 2780 3783
298 564 2328 2873
299 677 1086 1767
300 845 518 1559
301 1421 508 2030
302 1223 1522 2829
303 633 1271 2218
304 1363 879 2509
305 648 678 1525
306 1361 2456 3499
307 820 2946 3947
308 218 1814 1916
309 1151 834 1922
310 1159 2555 4453
311 554 585 1168
312 867 722 1720
313 932 1131 2344
314 1393 1028 2333
315 947 468 1615
316 183 152 1073
317 911 2424 3352
318 612 196 785
319 121 548 759
320 1203 1399 2416
321 374 908 1323
322 619 124 760
323 1222 1242 2640
324 1305 2129 3395
325 253 742 1070
326 1213 414 1944
327 1397 296 1667
328 1024 1414 2564
329 770 1775 3002
330 139 369 567
331 172 1718 2086
332 1359 1853 3641
333 1252 2482 3486
334 531 1024 1843
335 536 1430 2218
336 1390 1511 3253
337 1243 823 2254
338 926 234 1389
339 1046 575 1747
340 422 2174 2352
341 545 2270 2566
342 977 1850 2587
343 1414 2941 5096
344 1500 283 2026
345 1137 2441 3956
346 1396 2968 4214
347 615 2654 3625
348 50 958 932
349 988 657 1644
350 437 565 953
351 1200 749 2175
352 195 33 1361
353 358 343 761
354 1104 1362 2707
355 944 490 1319
356 170 612 930
357 228 1356 1557
358 367 2616 2773
359 1086 2470 3676
360 1259 1705 2893
361 1331 2008 3713
362 1211 1520 2947
363 852 2011 2946
364 583 2088 2973
365 973 2005 3269
366 36 63 1254
367 55 417 562
368 1311 2796 4379
369 475 773 1339
370 20 126 1079
371 184 2378 2888
372 32 1187 1229
373 152 2479 2613
374 684 79 897
375 312 2293 2724
376 879 2672 3717
377 764 1204 2302
378 1176 1641 2831
379 844 141 938
380 134 1948 2395
381 1253 503 1683
382 1022 946 2217
383 1156 267 1488
384 704 720 1388
385 430 2263 2707
386 1431 2604 3765
387 687 2551 3455
388 644 2796 3453
389 19 2039 2064
390 575 1527 2018
391 840 1666 2549
392 594 1561 2269
393 1498 2142 3853
394 340 1331 1551
395 434 2013 2419
396 195 193 1188
397 951 1206 2237
398 34 1827 1949
399 944 1746 3178
400 800 1669 2636
401 1480 2887 4270
402 603 1951 2834
403 1256 2633 3845
404 1490 2253 3381
405 1377 820 2222
406 72 1096 1380
407 35 1691 1856
408 1215 1595 2689
409 179 2549 2723
410 293 3 1175
411 850 2210 3171
412 342 128 461
413 344 1090 1516
414 197 2197 2242
415 241 2150 2216
416 1370 1364 2922
417 960 2565 3298
418 926 1939 3301
419 239 1936 2549
420 671 1920 3011
421 460 1455 1930
422 360 1003 1415
423 912 1394 2234
424 206 1150 1495
425 138 1536 1865
426 86 1124 1330
427 436 2468 3305
428 1236 2007 3471
429 1322 1979 3760
430 617 3000 4290
431 221 159 398
432 571 604 1199
433 358 63 444
434 67 2529 3024
435 476 1853 2297
436 206 1844 2217
437 318 2191 2766
438 201 686 923
439 1066 1878 3533
440 916 219 1218
441 1019 2370 3558
442 1308 2306 4111
443 420 371 765
444 120 1200 1348
445 1395 1314 2785
446 752 101 1021
447 439 1374 1792
448 1405 2037 3291
449 1046 607 1575
450 883 456 1525
451 84 1927 2149
452 1195 1154 2686
453 186 1964 2097
454 549 2364 3308
455 284 2399 2470
456 1039 177 1268
457 619 1624 2329
458 8 2218 2138
459 1111 888 2041
460 287 1330 1896
461 1186 685 2028
462 977 907 1999
463 104 1938 2234
464 530 2767 3203
465 245 196 458
466 1040 1680 2821
467 866 550 1648
468 1391 2897 3998
469 1380 2254 4151
470 399 2938 3130
471 659 366 1121
472 925 1016 1886
473 884 2796 3760
474 779 938 1711
475 504 1370 2051
476 643 2101 2967
477 739 302 1023
478 516 1514 2114
479 502 1451 1824
480 717 2443 3480
481 1058 1287 2530
482 28 5 1329
483 474 499 1114
484 392 2969 3815
485 832 2462 3121
486 936 930 1918
487 709 1730 2519
488 1270 1344 2781
489 76 1997 2163
490 1168 2700 3710
491 1444 785 2552
492 786 1834 2739
493 679 1989 3120
494 442 98 507
495 843 1594 2570
496 123 64 1285
497 241 2414 2430
498 82 724 777
499 1177 2469 3536
500 452 1882 2602

59123
